FID,source_id,country,name,least_depth,max_depth,depth_info,depth_prec,object_length,loc_prec,site_area,sink_context,sink_yr,dating,period,statutory,obj_desc,ship_char,obj_type,est_tonnag,place_orig,place_dest,artefacts,coast_dist,source_inf,reference,website1,website2,the_geom
heritageshipwrecks.4007,FR 0000005074 00001,France,n.a.,7.9,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,dislocated wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,288.69575384,SHOM,n.a.,n.a.,n.a.,POINT (43.107845539 5.89597948000005)
heritageshipwrecks.4010,FR 0000005368 00001,France,n.a.,8.4,,n.a.,Least depth known,,1,,n.a.,,n.a.,n.a.,n.a.,3rd det: structure with metal beam. 1st det: Remains of wreck protruding 1.5 m from the bottom,n.a.,n.a.,,n.a.,n.a.,n.a.,208.57233176,SHOM,n.a.,n.a.,n.a.,POINT (43.0843304220001 5.91041955200006)
heritageshipwrecks.3198,FR 0000005701 00001,France,PIVOC,-3.3,,n.a.,Least depth known,33,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,17875.4649801,SHOM,n.a.,n.a.,n.a.,POINT (49.482962415 0.51126255600002)
heritageshipwrecks.4023,FR 0000152180 00001,France,FLAMENCO,18,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,20,,Sank on 05/09/2007,2007,n.a.,n.a.,n.a.,n.a.,Speedboat,Motorboat,,n.a.,n.a.,n.a.,2872.0628786,SHOM,n.a.,n.a.,n.a.,POINT (42.6738333690001 3.07016535100007)
heritageshipwrecks.1745,FR 0000001860 00001,France,n.a.,-8,,n.a.,Least depth known,23,2.2,,n.a.,,n.a.,n.a.,n.a.,Wreck oriented north / northeast,n.a.,n.a.,,n.a.,n.a.,n.a.,45.16344693,SHOM,n.a.,n.a.,n.a.,POINT (48.7332286660001 -3.53224266099994)
heritageshipwrecks.801,FR 0000002056 00001,France,n.a.,39.3,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 6m,n.a.,n.a.,,n.a.,n.a.,n.a.,13105.4102264,SHOM,n.a.,n.a.,n.a.,POINT (48.208186041 -4.79334396699994)
heritageshipwrecks.4036,FR 0000005104 00001,France,LA MARIE,1.7,,n.a.,Least depth known,,10,,Washed up on 07/14/1877 on the EMBIEZ archipelago. The mist is at the origin of the shipwreck,1877,n.a.,n.a.,n.a.,"Only a few scattered debris remain stuck between rocks, metal sheets, metal beams that do not protrude from the ground",Steamer,Steamboat,,n.a.,n.a.,n.a.,193.28639351,SHOM,n.a.,n.a.,n.a.,POINT (43.0789603950001 5.77070885400002)
heritageshipwrecks.798,FR 0000114613 05113,France,n.a.,25.9,,n.a.,Least depth known,4.4,0.8,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3275.71630643,SHOM,n.a.,n.a.,n.a.,POINT (48.020315102 -4.77213886099997)
heritageshipwrecks.4042,FR 0000004839 00001,France,MALOJA,2780,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,"Sank on 09/07/1943 at around 4:00 p.m., in seven minutes, after being strafed by about twenty RAF planes. The starboard bow was torn off following an explosion. There were three dead and seven injured",1943,n.a.,n.a.,n.a.,n.a.,"Freighter of the Swiss Shipping Co, built in 1906. Former Panamanian ship","Cargo, commercial vessel",,n.a.,n.a.,n.a.,51805.8674229,SHOM,n.a.,n.a.,n.a.,POINT (42.8340541700001 8.18180590900005)
heritageshipwrecks.4043,FR 0000005493 00001,France,LA TANTINE,42.6,,n.a.,Least depth known,,10,,Sank around 1960,1960,n.a.,n.a.,n.a.,"facing S / E, Crane boom lying on port side",Crane barge,Crane barge,,n.a.,n.a.,n.a.,453.38361964,SHOM,n.a.,n.a.,n.a.,POINT (43.0206151030001 6.35862179300005)
heritageshipwrecks.4046,FR 0000005494 00001,France,IENA,3.7,,n.a.,Least depth known,,10,,Was sunk on 12/02/1909 by a shooting exercise in Porquerolles,1909,n.a.,n.a.,n.a.,"height above the bottom = 3, 8 m, oriented at 212",Battleship,Battleship,,n.a.,n.a.,n.a.,193.29146891,SHOM,n.a.,n.a.,n.a.,POINT (43.0217001090001 6.23660118300006)
heritageshipwrecks.4047,FR 0000004836 00001,France,AMAZONE,2638,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,503.5,,Was sunk on 08/10/1989 by a Malafon missile fired from the Duquesne,1989,n.a.,n.a.,n.a.,n.a.,"Aréthuse type submarine built in Cherbourg, commissioned in July 1959. Its function was to hunt submarines",Submarine,,n.a.,n.a.,n.a.,48270.9235926,SHOM,n.a.,n.a.,n.a.,POINT (42.5489777450001 6.24393122000004)
heritageshipwrecks.797,FR 0000002037 00001,France,"TRANE (ex ""DORA-LEA"")",22.6,,n.a.,Least depth known,,10,,Sank on 15-05-1924 with a cargo of iron ore after having struck a rock in the Raz de Sein following a navigation error in foggy weather. The freighter came from Bilbao and was going to Middlesborough (GB),1924,n.a.,n.a.,n.a.,"01/30/2002: the wreck rests on a sand dune; the hull is clear, the bow is openwork and lets see its interior. Height above the bottom = 6m",Steam cargo ship,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,3261.74817849,SHOM,n.a.,n.a.,n.a.,POINT (48.070550353 -4.75750878799994)
heritageshipwrecks.800,FR 0000002039 00001,France,FREDERIK-FRANK,-3.2,,n.a.,Least depth known,,100,,Shipwrecked in 1918 on the rocks of Diameur near Plogoff (300 m in 225 ° from Pointe du Diameur),1918,n.a.,n.a.,n.a.,"01/29/2002: the wreckage is dislocated; a propeller, a propeller shaft, a rudder bit surmounted by its operating part remain",Steamer,Steamboat,,n.a.,n.a.,n.a.,150.17679959,SHOM,n.a.,n.a.,n.a.,POINT (48.0260151300001 -4.67889339399994)
heritageshipwrecks.806,FR 0000096342 00001,France,COURTNEY,98,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,9260,,Sank on 04/24/1919,1919,n.a.,n.a.,n.a.,n.a.,"EAGLE class patroller supposed, built by FORD in 1918-1919. 2500 HP: 18 knots: 1 propeller, 2 boilers: radius of action 3500 Nq at 10 Nds 5 off + 50 h. armaments: 2 * 102/40 + 1 * 76AA + 2 mortars",Patroller,,n.a.,n.a.,n.a.,35535.1320554,SHOM,n.a.,n.a.,n.a.,POINT (48.115670578 -5.33474167399993)
heritageshipwrecks.807,FR 0000096343 00001,France,OTIS. W. DOUGLAS,93,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,9260,,Sank on 04/27/1919,1919,n.a.,n.a.,n.a.,n.a.,EAGLE class patroller supposedly built by FORD (1918-1919). power 2500 CV - speed: 18 knots crew: 5 off + 50 h - armament: 2 * 102/40 + 1 * 76AA + 2 mortars,Patroller,,n.a.,n.a.,n.a.,34894.2424407,SHOM,n.a.,n.a.,n.a.,POINT (48.1656758280001 -5.35140675699995)
heritageshipwrecks.803,FR 0000002050 00001,France,BEIGNON,23.5,,n.a.,Least depth known,60,10,,'''... leaked in 1880 on the ''Cats''; magazine ''Oceans''.',1880,n.a.,n.a.,n.a.,"01/31/2002: smashed wreckage, scattered on the bottom, four-bladed propeller stuck in the sand, remains of hull and frames, boilers, anchor. Length = approximately 60m. N/S orientation",British steamer,n.a.,,n.a.,n.a.,n.a.,2288.16376988,SHOM,n.a.,n.a.,n.a.,POINT (48.0138200690001 -4.81841909199994)
heritageshipwrecks.4052,FR 0000130608 00001,France,n.a.,3,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,200,,n.a.,,n.a.,n.a.,n.a.,n.a.,Barge,"Raft, barge",,n.a.,n.a.,n.a.,344.79336374,SHOM,n.a.,n.a.,n.a.,POINT (43.2716663580001 6.62833314200003)
heritageshipwrecks.804,FR 0000002143 00001,France,IJINEC,46.5,,n.a.,Least depth known,12,1,,Sank on 06/25/1988 while being towed by the trawler COMODORE. Lots of debris on the surface,1988,n.a.,n.a.,n.a.,n.a.,Wooden shell. Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,9958.49190203,SHOM,n.a.,n.a.,n.a.,POINT (48.152610763 -4.73615368099996)
heritageshipwrecks.4053,FR 0000005482 00001,France,EURYDICE,987,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,10,,Sank in the morning of 03/04/1970 off Cap Camarat during an exercise with the naval air force. The geophysical detection laboratory recorded a strong explosion at the time of the disappearance. 56 people were on board,1970,n.a.,n.a.,n.a.,"The wreckage is in poor condition, a lot of debris is scattered over a large area: the bow and the airlock are separated from the hull, the stern located in a crater is tilted to starboard, the entire hull rests on a muddy bottom",DAPHNE type submarine. Launched on 06/19/1962 in Cherbourg. Renowned for its perfectly silent diving movement. Diesel-electric propulsion with 2 propellers. 12 torpedo tubes. Crew: 45 men,Submarine,,n.a.,n.a.,n.a.,10817.9456399,SHOM,n.a.,n.a.,n.a.,POINT (43.1600758000001 6.80225901100005)
heritageshipwrecks.805,FR 0000000294 00003,France,FRIPH OF WIESE,67,,n.a.,"Least depth unknown, but estimated to be greater than indicated",14,500,,n.a.,,n.a.,n.a.,n.a.,n.a.,"Old rig type sailboat, 12 to 14m long",Sailing ship,,n.a.,n.a.,n.a.,29886.3832826,SHOM,n.a.,n.a.,n.a.,POINT (48.03000015 -5.27166635799995)
heritageshipwrecks.808,FR 0000002357 00001,France,n.a.,96.7,,n.a.,Least depth known,75,3,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,27618.2500441,SHOM,n.a.,n.a.,n.a.,POINT (48.0583002920001 -5.24070620399993)
heritageshipwrecks.809,FR 0000002049 00001,France,VENUS,21,,n.a.,Least depth known,,500,,Sank on 06/10/1974,1974,n.a.,n.a.,n.a.,n.a.,small cargo ship,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,7301.2836998,SHOM,n.a.,n.a.,n.a.,POINT (48.262521313 -4.76490382499998)
heritageshipwrecks.4061,FR 0000005540 00001,France,CALYPSO,488,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,501.3,,"During a squadron attack exercise, the tiller jams. The Circe, a submarine of the same type, also having the same problem, cannot avoid the collision and rams it. Water enters from behind. Circe attempts a tow but has to give up. There were three deaths.",,n.a.,n.a.,n.a.,n.a.,Submersible with diesel and electric motors (230 HP) in service in 1909; 2 propellers; max speed: 11.9 knots on the surface; 6 torpedo tubes of 450 mm; crew: 27 men. Assigned to Bizerte then Toulon,Submarine,,n.a.,n.a.,n.a.,3438.43151413,SHOM,n.a.,n.a.,n.a.,POINT (43.1414907070001 6.66892334500005)
heritageshipwrecks.4066,FR 0000005582 00001,France,n.a.,49.6,,n.a.,Least depth known,,15.3,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1991, small freighter oriented North / South",Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,1500.67016284,SHOM,n.a.,n.a.,n.a.,POINT (43.1727958640001 6.58187290900003)
heritageshipwrecks.4068,FR 0000005545 00001,France,n.a.,32,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,101.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,Speedboat,Motorboat,,n.a.,n.a.,n.a.,1299.76899333,SHOM,n.a.,n.a.,n.a.,POINT (43.1766558830001 6.55858779300007)
heritageshipwrecks.4071,FR 0000005483 00001,France,SIBYLLE,888,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1855.5,,The submarine disappeared on 09/24/1952 during an exercise with ships belonging to the anti-submarine action group. A large slick of diesel oil and the safety buoy were found at the position of the loss of sonar contact. There were 48 victims,1952,n.a.,n.a.,n.a.,n.a.,"Formerly HMS SPORTSMAN, this British 'S' type submarine was launched in 1942 and transferred to France in 1951",Submarine,,n.a.,n.a.,n.a.,11447.5740652,SHOM,n.a.,n.a.,n.a.,POINT (43.166330832 6.81392407000004)
heritageshipwrecks.4072,FR 0000005624 00001,France,GLOBAL,38,,n.a.,Least depth known,,5.2,,Was damaged in 1983 while towing an advertising banner,,n.a.,n.a.,n.a.,"Nose of the aircraft pointing west, the left wing is broken. The daggerboard (rear) protrudes 4 meters above the bottom, all the onboard instruments were removed after the tragedy",Rally type passenger plane,Aircraft,,n.a.,n.a.,n.a.,80.37206545,SHOM,n.a.,n.a.,n.a.,POINT (43.68992845 7.31917159600005)
heritageshipwrecks.4079,FR 0000005628 00001,France,HEINKEL 111,56,,n.a.,Least depth known,,3.2,,Sank on 07/31/1944 following aerial combat,1944,n.a.,n.a.,n.a.,"Twin-engine aircraft in good condition; rests on the back. 3rd determination: 1992, placed flat on the back, oriented 270/090, high point: lower turret and tire; practically intact",German twin-engine bomber; wingspan: 22.6,Aircraft,,n.a.,n.a.,n.a.,642.54570421,SHOM,n.a.,n.a.,n.a.,POINT (43.7536637680001 7.49519247600006)
heritageshipwrecks.4075,FR 0000005629 00001,France,F.6.F,685,,n.a.,Least depth known,,101.2,,This aircraft was on a Hyères-Hyères break-in flight. Its pilot had a malfunction and had to land on water (12.55 Z). The pilot was rescued safe and sound by a civilian boat,,n.a.,n.a.,n.a.,"Wreck in good condition, planted in the mud","Hellcat 1F-20 of the 1F flotilla from Hyères; single-seater embarked fighter-bomber; max speed: 620 km / h; practical ceiling: 11,700 m; armament: 6 submachine guns, 900 kgs of bombs or 6 rockets of 12.7 cm",Aircraft,,n.a.,n.a.,n.a.,6009.77217449,SHOM,n.a.,n.a.,n.a.,POINT (43.6606283030001 7.41456207300007)
heritageshipwrecks.4081,FR 0000105903 00001,France,n.a.,29.6,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,1091.4679461,SHOM,n.a.,n.a.,n.a.,POINT (43.41001205 6.75570377900004)
heritageshipwrecks.4085,FR 0000125279 00001,France,n.a.,46,,n.a.,Least depth known,,201.2,,n.a.,,n.a.,n.a.,n.a.,"04/20/1996: wreck oriented east / west, laid flat on the bottom and concreted; length 7.5m, height 2m (antenna)","Speedboat registered NI621253 (or 256), plastic hull, z-drive propulsion",Motorboat,,n.a.,n.a.,n.a.,1336.16764682,SHOM,n.a.,n.a.,n.a.,POINT (43.422317112 6.90989954900004)
heritageshipwrecks.4088,FR 0000005543 00001,France,CAMS 58,41.7,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,Seaplane,Aircraft,,n.a.,n.a.,n.a.,1305.04329825,SHOM,n.a.,n.a.,n.a.,POINT (43.399646998 6.74739873700003)
heritageshipwrecks.811,FR 0000164086 00003,France,n.a.,4.2,,n.a.,Least depth known,18.4,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,360.60839172,SHOM,n.a.,n.a.,n.a.,POINT (48.3780668900001 -4.47902739499995)
heritageshipwrecks.96,FR 0000450155 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,603.4155551,SHOM,n.a.,n.a.,n.a.,POINT (18.0567152840001 -63.093165466)
heritageshipwrecks.4095,FR 0000005583 00001,France,GRUMMAN F6F HELLCAT,56,,n.a.,Least depth known,,20.3,,"Damaged at sea on 05/14/1956, following a piloting error",1956,n.a.,n.a.,n.a.,"2005: The plane lies flat on a gentle slope. Complete, except reassembled propeller. Open cockpit, the port wing rests on the sand and the starboard is in full water. 2000: The plane is a Grumman HELLCAT F6F from naval aeronautics. She lies at -56 meters","Grumman HELLCAT F6F, embarked fighter-bomber, designed in 1941 in the United States, of which 124 copies will be delivered to France",Aircraft,,n.a.,n.a.,n.a.,1099.58036765,SHOM,n.a.,n.a.,n.a.,POINT (43.1422857110001 6.45786728900003)
heritageshipwrecks.5237,W03220,Ireland,Bellville,,,n.a.,Unknown depth,,,,n.a.,1917,n.a.,n.a.,n.a.,n.a.,n.a.,Barque,,n.a.,n.a.,n.a.,48072.6451809,National Monuments Service (Ireland),"Bourke 1998, 160; Larn & Larn 2002; LR 1914-15 No 83(B); LCWLR 1914-18, 188; UKHO Wreck Data.",n.a.,n.a.,POINT (51.6825000000001 -6.71361999999993)
heritageshipwrecks.4096,FR 0000447797 00003,France,LASKA,53,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,50,,"The yacht LASKA sank on July 23, 2019 at 11:55 a.m. French time following a fire off the port of Issambres (France, Var department)",2019,n.a.,n.a.,n.a.,"1st det. : The company SUBSEA TECH was mandated by the owner of the vessel to locate it, carry out a video investigation by ROV and determine whether the wreck of the 'LASKA' represented a risk of pollution","1st det. : Yatch 'LASKA' of the Sunseeker predator 63 type, 19.20 m in length by 4.75 m in width and 1.55 m in draught",Yacht,,n.a.,n.a.,n.a.,682.57957254,SHOM,n.a.,n.a.,n.a.,POINT (43.3354916770001 6.70058850300006)
heritageshipwrecks.4097,FR 0000005553 00001,France,RELAX,29.7,,n.a.,Least depth known,,10,,Was sunk in 1984 by the French Navy,1984,n.a.,n.a.,n.a.,"There remains the coachroof which constitutes the highest point, the rest is dislocated",Barge,Barge,,n.a.,n.a.,n.a.,615.137612,SHOM,n.a.,n.a.,n.a.,POINT (43.27807139 6.65013325100006)
heritageshipwrecks.4099,FR 0000005572 00001,France,n.a.,13,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"Swallin type sailboat, wooden hull",Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,359.21978233,SHOM,n.a.,n.a.,n.a.,POINT (43.3034415170001 6.64553822800002)
heritageshipwrecks.1793,FR 0000003057 00001,France,n.a.,41.3,,n.a.,Least depth known,5,3.2,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,46836.9067421,SHOM,n.a.,n.a.,n.a.,POINT (49.861654308 -0.426642132999973)
heritageshipwrecks.4098,FR 0000005554 00001,France,ARITAY,28.6,,n.a.,Least depth known,,10,,Sank in 1984,1984,n.a.,n.a.,n.a.,"The highest point is the cockpit, the mast is broken and lying on the bottom",Yacht,Yacht,,n.a.,n.a.,n.a.,701.97240611,SHOM,n.a.,n.a.,n.a.,POINT (43.278821394 6.65055825300004)
heritageshipwrecks.4101,FR 0000005537 00001,France,TELL,3,,n.a.,Least depth known,,100,,Grounded on 10/25/1913 between Cap Camarat and Roche Fouras,1913,n.a.,n.a.,n.a.,n.a.,Cargo (large),"Cargo, commercial vessel",,n.a.,n.a.,n.a.,523.75880595,SHOM,n.a.,n.a.,n.a.,POINT (43.197495987 6.68642343200003)
heritageshipwrecks.1817,FR 0000002987 00001,France,n.a.,33.7,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 2.9m; L = 20; oriented to 320,n.a.,n.a.,,n.a.,n.a.,n.a.,44421.487378,SHOM,n.a.,n.a.,n.a.,POINT (49.7438787190001 -0.48016740099996)
heritageshipwrecks.4106,FR 0000005575 00001,France,L'IDEAL,27.7,,n.a.,Least depth known,,10,,Sank in 1984,1984,n.a.,n.a.,n.a.,"The wreck resting straight on the bottom, The mast is the highest point, The superstructures are 6 meters above the bottom, wreck in good condition",Wooden hull trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,731.77007543,SHOM,n.a.,n.a.,n.a.,POINT (43.2800614000001 6.64806824000004)
heritageshipwrecks.3338,FR 0000007264 00001,France,n.a.,41.8,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,"Length: 20m, orientation: 070/250",n.a.,n.a.,,n.a.,n.a.,n.a.,11218.3962449,SHOM,n.a.,n.a.,n.a.,POINT (50.904849524 1.43092715500006)
heritageshipwrecks.4107,FR 0000005479 00001,France,RAMON MEUMBRU,15,,n.a.,Least depth known,,10,,Sank in 1921,1921,n.a.,n.a.,n.a.,"height above the bottom = 3, 8 m; E / W orientation, lying on the starboard side",Steamer,Steamboat,,n.a.,n.a.,n.a.,417.60027848,SHOM,n.a.,n.a.,n.a.,POINT (43.1737908690001 6.54442772200002)
heritageshipwrecks.4108,FR 0000005558 00001,France,T 178,40.3,,n.a.,Least depth known,,100,,Was sunk on 11/27/1921 in exercise by the French Navy,1921,n.a.,n.a.,n.a.,n.a.,Torpedo boat,Torpedo boat,,n.a.,n.a.,n.a.,680.6460314,SHOM,n.a.,n.a.,n.a.,POINT (43.170340852 6.59582797900003)
heritageshipwrecks.4115,FR 0000005556 00001,France,CAMS 80,48,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,1991: hull cut in half,Seaplane,Aircraft,,n.a.,n.a.,n.a.,1709.66822717,SHOM,n.a.,n.a.,n.a.,POINT (43.4045070230001 6.75841879200004)
heritageshipwrecks.4130,FR 0000005472 00001,France,OPHELIA BUMPS,29,,n.a.,Least depth known,,10,,Shot down by the German flack from Cape Roux,,n.a.,n.a.,n.a.,"03/01/2006: see article in the diving magazine 'Oceans' which endeavors to describe only the front part of the cabin. xx/xx/1991: extract from 'Shipwrecks in Provence' fasc, 15 by Mr JP Joncheray 'The debris is very scattered, between 20 m and 55 m in th",Four-engine bomber type B-24 G Liberator,Aircraft,,n.a.,n.a.,n.a.,571.74577076,SHOM,n.a.,n.a.,n.a.,POINT (43.4207571040001 6.86707933500003)
heritageshipwrecks.4111,FR 0000005544 00001,France,n.a.,44,,n.a.,Least depth known,,100,,Sank on 08/16/1944,1944,n.a.,n.a.,n.a.,"2nd determination: 1993: Boat still whole but very silted up, length = 20 m; width = 5 m, the wreck is overturned, height above the bottom = 3 m",Speedboat,Motorboat,,n.a.,n.a.,n.a.,1384.15895444,SHOM,n.a.,n.a.,n.a.,POINT (43.3954969770001 6.74791874000005)
heritageshipwrecks.4116,FR 0000005566 00001,France,LA ROSE VIRGINIE,22,,n.a.,Least depth known,,100,,Sank in 1989,1989,n.a.,n.a.,n.a.,1993: height above the bottom = 9 m (mast),Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,382.09017899,SHOM,n.a.,n.a.,n.a.,POINT (43.4126670630001 6.77041885200003)
heritageshipwrecks.4119,FR 0000005522 00001,France,BYMS 22,34,,n.a.,Least depth known,,10.2,,"Hopped on a mine on 08/16/1944, trying to rescue YMS 24",1944,n.a.,n.a.,n.a.,"1993: Mr Joncheray: see plate 4 attached. 1975: Returned keel in the air, oriented E / W",42m long minesweeper,Mine hunter (or dredger),,n.a.,n.a.,n.a.,710.11296065,SHOM,n.a.,n.a.,n.a.,POINT (43.4098070490001 6.76894384500002)
heritageshipwrecks.4127,FR 0000005475 00001,France,BLAISON,268,,n.a.,Least depth known,,500,,"Was sunk in 1959 by scuttling off St Tropez. Sunk as a sonar goal, maintained at 100m of mixing by depths of about 250 m",1959,n.a.,n.a.,n.a.,"In 2014, the BH Lapérouse carried out a simple insonification exploration around this position, over a radius of 1500 meters. A single object had been detected, in the 252 for 820 meters from the original position with a VALSOU of 244.2 meters. A reques","Former German submarine U 123, launched in 1940 and given to France in 1945. It was rearmed from 1950 to 1957",Submarine,,n.a.,n.a.,n.a.,8415.9846044,SHOM,n.a.,n.a.,n.a.,POINT (43.2903814520001 6.79536897700007)
heritageshipwrecks.4134,FR 0000005620 00001,France,GROSSE MINOUCHE,52,,n.a.,Least depth known,,10,,Sank in 1970 while refueling an American ship,,n.a.,n.a.,n.a.,"5th determination: 1987, wreck placed straight on its keel, Orientation: E / W; 1991: extract from 'Naufrages en Provence' fasc, 15 by Mr JP, Joncheray -&gt; 'dimensions: 15 X 6 m, ... wooden boat, quickly decaying.,'",Barge,Barge,,n.a.,n.a.,n.a.,1303.18460934,SHOM,n.a.,n.a.,n.a.,POINT (43.536282681 7.05830529200006)
heritageshipwrecks.4135,FR 0000005506 00001,France,n.a.,31.3,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"Only the motor remains, height above the bottom = 0.7 m",Barge,"Raft, barge",,n.a.,n.a.,n.a.,1578.30698081,SHOM,n.a.,n.a.,n.a.,POINT (43.1258106290001 6.39045695200002)
heritageshipwrecks.812,FR 0000002127 00001,France,n.a.,16.1,,n.a.,Least depth known,25,10.2,,n.a.,,n.a.,n.a.,n.a.,Propeller barge laid flat on the bottom. directed to 210/060. height above the bottom: 3m,Barge,Barge,,n.a.,n.a.,n.a.,898.1552639,SHOM,n.a.,n.a.,n.a.,POINT (48.3637268190001 -4.50857254299996)
heritageshipwrecks.4180,FR 0000127314 00001,France,n.a.,16,,n.a.,Least depth known,,101.2,,n.a.,,n.a.,n.a.,n.a.,"1996: aluminum fighter-bomber, landed intact on the seafloor and parallel to the coast; intact canopy","Aircraft, aluminum bomber fighter",Aircraft,,n.a.,n.a.,n.a.,306.58949024,SHOM,n.a.,n.a.,n.a.,POINT (42.747348737 9.46748733700002)
heritageshipwrecks.4138,FR 0000005497 00001,France,VILLE DE GRASSE,44,,n.a.,Least depth known,,10.3,,"Sank on November 16, 1851 off Giens, following a collision with Ville-de-Marseille",1851,n.a.,n.a.,n.a.,Two large paddle wheels connected by a crankshaft; height above the bottom = 4 m; the wreck is in 2 pieces 100m apart,"Small iron liner; steam propulsion, paddle wheel",n.a.,,n.a.,n.a.,n.a.,573.75895489,SHOM,n.a.,n.a.,n.a.,POINT (43.0106750530001 6.14048570200004)
heritageshipwrecks.3440,FR 0000007825 00001,France,n.a.,-1.9,,n.a.,Least depth known,50,10,,n.a.,,n.a.,n.a.,n.a.,"wreck oriented NW, length: 50m",n.a.,n.a.,,n.a.,n.a.,n.a.,449.240213,SHOM,n.a.,n.a.,n.a.,POINT (51.0675003380001 2.45098725500003)
heritageshipwrecks.4144,FR 0000004747 00001,France,C 23,517.5,,n.a.,Least depth known,,100,,Sunk on 12/22/1968 by accident,1968,n.a.,n.a.,n.a.,"Flat-bottomed barge, no appendage protruding from the deck",Barge,Barge,,n.a.,n.a.,n.a.,8528.04882613,SHOM,n.a.,n.a.,n.a.,POINT (41.7000985000001 9.50695753500003)
heritageshipwrecks.4150,FR 0000005507 00001,France,SPAHIS,17.2,,n.a.,Least depth known,,10,,Washed up on the Formigue islet in Lavandou on 10/09/1887,1887,n.a.,n.a.,n.a.,"Hull dislocated, only the bow remains well preserved (high point)",Mixed liner,Line liner,,n.a.,n.a.,n.a.,2974.8785159,SHOM,n.a.,n.a.,n.a.,POINT (43.105770529 6.40325201600007)
heritageshipwrecks.4158,FR 0000153030 00001,France,LADY CANDIDA,37,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,200,,"Sank on 07/28/2007 at 21:25 B, following a fire. The bridge and the superstructures were destroyed by the fire",2007,n.a.,n.a.,n.a.,n.a.,"Motor yacht, steel hull, registration MJQV4, built in 1973",Motor yacht,,n.a.,n.a.,n.a.,7455.79662207,SHOM,n.a.,n.a.,n.a.,POINT (41.409617048 8.95759978800004)
heritageshipwrecks.4160,FR 0000004764 00001,France,LE FLORENCE,52,,n.a.,Least depth known,,6.2,,Sank on 03/31/1994,1994,n.a.,n.a.,n.a.,n.a.,"Sardinier, Registration: AJ 308202. Year of construction: 1947","Fishing boat, trawler",,n.a.,n.a.,n.a.,961.73928488,SHOM,n.a.,n.a.,n.a.,POINT (41.378986895 9.13900069500005)
heritageshipwrecks.4181,FR 0000127313 00001,France,HEINKELL 111,29,,n.a.,Least depth known,,101.2,,Was shot down on 09/30/1943 by a mk IX spitfire,1943,n.a.,n.a.,n.a.,"1996: the aircraft is upside down, landing gear retracted, engines detached, wings intact; there are about ten meters of the fuselage",Large twin-engine bomber propelled by 12-cylinder in-line Jumo,Aircraft,,n.a.,n.a.,n.a.,211.42970169,SHOM,n.a.,n.a.,n.a.,POINT (42.7048485240001 9.45898729500004)
